institution_id,fiscal_year,endowment_value_millions,annual_return_pct,spending_millions,spending_rate_pct,spending_as_pct_of_budget,new_gifts_millions,source_type,source_url,source_title,confidence,notes
penn,2009,5170,-15.7,,,,,investment_report,https://www.finance.upenn.edu,Penn Office of Investments FY2009,medium,GFC year; Penn lost less than most Ivies; compiled from published figures
penn,2010,5669,12.6,,,,,investment_report,https://www.finance.upenn.edu,Penn Office of Investments FY2010,medium,Compiled from published figures; verify against audited financials
penn,2011,6582,18.6,,,,,investment_report,https://www.finance.upenn.edu,Penn Office of Investments FY2011,medium,Compiled from published figures; verify against audited financials
penn,2012,6755,1.6,,,,,investment_report,https://www.finance.upenn.edu,Penn Office of Investments FY2012,medium,Compiled from published figures; verify against audited financials
penn,2013,7741,14.4,,,,,investment_report,https://www.finance.upenn.edu,Penn Office of Investments FY2013,medium,Compiled from published figures; verify against audited financials
penn,2014,9583,17.5,,,,,investment_report,https://www.finance.upenn.edu,Penn Office of Investments FY2014,medium,Compiled from published figures; verify against audited financials
penn,2015,10100,7.4,,,,,investment_report,https://www.finance.upenn.edu,Penn Office of Investments FY2015,medium,Compiled from published figures; verify against audited financials
penn,2016,10715,-1.4,,,,,investment_report,https://www.finance.upenn.edu,Penn Office of Investments FY2016,medium,Compiled from published figures; verify against audited financials
penn,2017,12213,14.3,,,,,investment_report,https://www.finance.upenn.edu,Penn Office of Investments FY2017,medium,Compiled from published figures; verify against audited financials
penn,2018,13777,12.9,,,,,investment_report,https://www.finance.upenn.edu,Penn Office of Investments FY2018,medium,Compiled from published figures; verify against audited financials
penn,2019,14650,6.5,,,,,investment_report,https://www.finance.upenn.edu,Penn Office of Investments FY2019,medium,Compiled from published figures; verify against audited financials
penn,2020,14877,3.4,,,,,investment_report,https://www.finance.upenn.edu,Penn Office of Investments FY2020,medium,Compiled from published figures; verify against audited financials
penn,2021,20524,41.1,,,,,investment_report,https://www.finance.upenn.edu,Penn Office of Investments FY2021,medium,Compiled from published figures; verify against audited financials
penn,2022,20724,0.0,,,,,investment_report,https://www.finance.upenn.edu,Penn Office of Investments FY2022,medium,Penn reported flat 0.0 pct in FY2022; compiled from published figures
penn,2023,21000,,,,,,nacubo,https://www.nacubo.org,NACUBO-TIAA Study FY2023,medium,Value anchor only; FY2023 return pending primary source
penn,2024,22300,,,,,,nacubo,https://www.nacubo.org,NACUBO-TIAA Study FY2024,medium,Value anchor only; FY2024 return pending primary source
columbia,2009,5893,-16.1,,,,,investment_report,https://www.columbia.edu/content/investment-management-company,Columbia IMC FY2009,medium,GFC year; compiled from published figures
columbia,2010,6517,17.3,,,,,investment_report,https://www.columbia.edu/content/investment-management-company,Columbia IMC FY2010,medium,Best Ivy return FY2010; compiled from published figures
columbia,2011,7800,23.6,,,,,investment_report,https://www.columbia.edu/content/investment-management-company,Columbia IMC FY2011,medium,Compiled from published figures; verify against audited financials
columbia,2012,7654,2.3,,,,,investment_report,https://www.columbia.edu/content/investment-management-company,Columbia IMC FY2012,medium,Compiled from published figures; verify against audited financials
columbia,2013,8200,11.5,,,,,investment_report,https://www.columbia.edu/content/investment-management-company,Columbia IMC FY2013,medium,Compiled from published figures; verify against audited financials
